"fl_id,""eta"",""etd"",""landing"",""airborne"",""checkin_open"",""seat_f"",""seat_j"",""seat_y"",""book_load_f"",""book_load_j"",""book_load_y"",""final_f"",""final_j"",""final_y"",""final_a"",""final_c"",""final_i"",""bag_pcs"",""bag_kg"",""counter_no"",""counter_island"",""controller_id"",""supervisor_id"",""checkin_total_staff_deploy"",""checkin_closed"",""boardingstart"",""gate_f"",""gate_j"",""gate_y"",""gate_a"",""gate_c"",""gate_i"",""gate_staff_deploy"",""gate_no"",""boarding_finish"",""chock_on"",""chock_off"",""pax_door_open"",""pax_door_close"",""cargo_door_open"",""cargo_door_close"",""unloading_start"",""unloading_finish"",""loading_start"",""loading_finish"""
"423,""2025-09-27 20:00:00.000"",""2025-09-27 20:30:00.000"",""2025-09-27 21:41:00.000"",""2025-09-27 22:30:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 21:46:00.000"",""2025-09-27 22:19:00.000"",""2025-09-27 21:48:00.000"",""2025-09-27 22:14:00.000"",""2025-09-27 21:47:00.000"",""2025-09-27 22:12:00.000"",""2025-09-27 21:50:00.000"",""2025-09-27 22:00:00.000"",""2025-09-27 22:01:00.000"",""2025-09-27 22:10:00.000"""
"424,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"425,""2025-09-27 20:47:00.000"",""2025-09-27 21:46:00.000"",""2025-09-27 20:35:00.000"",""2025-09-27 22:18:00.000"",""2025-09-27 18:35:00.000"","""",""36"",""301"","""",""32"",""286"","""",""30"",""288"","""","""",""2"",""327"",""5604"",""9"",""C1-C9"",""2303375"",""2001813"",""10"",""2025-09-27 20:35:00.000"",""2025-09-27 21:19:00.000"","""",""30"",""386"",""309"",""7"",""2"",""7"",""1A"",""2025-09-27 21:34:00.000"",""2025-09-27 20:46:00.000"",""2025-09-27 22:03:00.000"",""2025-09-27 20:48:00.000"",""2025-09-27 22:00:00.000"",""2025-09-27 20:48:00.000"",""2025-09-27 21:35:00.000"",""2025-09-27 20:50:00.000"",""2025-09-27 21:02:00.000"",""2025-09-27 21:04:00.000"",""2025-09-27 21:25:00.000"""
"426,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"427,""2025-09-27 19:47:00.000"",""2025-09-27 21:30:00.000"",""2025-09-27 19:48:00.000"",""2025-09-27 21:40:00.000"",""2025-09-27 18:30:00.000"",""0"",""28"",""283"",""0"",""28"",""178"",""0"",""28"",""175"",""198"",""3"",""2"",""207"",""3297"",""8"",""D6-D13"",""210223"",""1705507"",""15"",""2025-09-27 20:45:00.000"",""2025-09-27 21:00:00.000"",""0"",""28"",""173"",""198"",""2"",""2"",""5"",""7"",""2025-09-27 21:15:00.000"",""2025-09-27 20:09:00.000"",""2025-09-27 21:22:00.000"",""2025-09-27 20:10:00.000"",""2025-09-27 21:18:00.000"",""2025-09-27 20:09:00.000"",""2025-09-27 21:17:00.000"",""2025-09-27 20:11:00.000"",""2025-09-27 20:26:00.000"",""2025-09-27 20:33:00.000"",""2025-09-27 20:57:00.000"""
"428,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"429,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"430,""2025-09-27 15:42:00.000"",""2025-09-27 21:25:00.000"",""2025-09-27 15:48:00.000"",""2025-09-27 21:36:00.000"",""2025-09-27 18:25:00.000"",""0"",""40"",""206"",""0"",""36"",""203"",""0"",""36"",""203"",""228"",""10"",""1"",""279"",""4152"",""6"",""B"",""1704408"",""1704401"",""11"",""2025-09-27 20:55:00.000"",""2025-09-27 20:49:00.000"",""0"",""36"",""202"",""228"",""10"",""1"",""5"",""2A"",""2025-09-27 21:14:00.000"",""2025-09-27 16:04:00.000"",""2025-09-27 21:19:00.000"",""2025-09-27 16:08:00.000"",""2025-09-27 21:14:00.000"",""2025-09-27 16:07:00.000"",""2025-09-27 21:17:00.000"",""2025-09-27 16:09:00.000"",""2025-09-27 16:28:00.000"",""2025-09-27 20:19:00.000"",""2025-09-27 20:56:00.000"""
"431,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"432,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"433,""2025-09-27 20:30:00.000"",""2025-09-27 21:20:00.000"",""2025-09-27 20:25:00.000"",""2025-09-27 21:18:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 20:35:00.000"",""2025-09-27 21:10:00.000"",""2025-09-27 20:37:00.000"",""2025-09-27 21:09:00.000"",""2025-09-27 20:36:00.000"",""2025-09-27 21:07:00.000"",""2025-09-27 20:37:00.000"",""2025-09-27 20:48:00.000"",""2025-09-27 20:49:00.000"",""2025-09-27 21:05:00.000"""
"434,""2025-09-27 17:13:00.000"",""2025-09-27 21:00:00.000"",""2025-09-27 17:11:00.000"",""2025-09-27 21:04:00.000"",""2025-09-27 17:35:00.000"","""",""32"",""297"","""",""32"",""311"","""",""32"",""298"",""327"",""3"",""1"",""338"",""5785"",""8"",""B"",""161,242,302,203,143"",""1705503"",""13"",""2025-09-27 20:00:00.000"",""2025-09-27 19:55:00.000"",""0"",""32"",""298"",""327"",""3"",""1"",""5"",""10"",""2025-09-27 20:38:00.000"",""2025-09-27 17:24:00.000"",""2025-09-27 20:47:00.000"",""2025-09-27 17:28:00.000"",""2025-09-27 20:41:00.000"",""2025-09-27 17:24:00.000"",""2025-09-27 20:40:00.000"",""2025-09-27 17:25:00.000"",""2025-09-27 17:44:00.000"",""2025-09-27 19:31:00.000"",""2025-09-27 20:23:00.000"""
"435,""2025-09-27 17:40:00.000"",""2025-09-27 20:50:00.000"",""2025-09-27 16:53:00.000"",""2025-09-27 20:31:00.000"",""2025-09-27 18:30:00.000"",""0"",""0"",""174"",""0"",""0"",""123"",""0"",""0"",""118"",""112"",""3"",""3"",""140"",""1276"",""5"",""41-45"",""2404135"",""2204404"",""4"",""2025-09-27 20:20:00.000"",""2025-09-27 20:10:00.000"",""0"",""0"",""118"",""112"",""3"",""3"",""3"",""4"",""2025-09-27 20:34:00.000"",""2025-09-27 16:59:00.000"",""2025-09-27 20:49:00.000"",""2025-09-27 17:02:00.000"",""2025-09-27 20:45:00.000"",""2025-09-27 17:22:00.000"",""2025-09-27 20:43:00.000"",""2025-09-27 17:24:00.000"",""2025-09-27 17:41:00.000"",""2025-09-27 20:15:00.000"",""2025-09-27 20:35:00.000"""
"436,""2025-09-27 19:20:00.000"",""2025-09-27 20:45:00.000"",""2025-09-27 19:13:00.000"",""2025-09-27 21:06:00.000"",""2025-09-27 16:45:00.000"",""0"",""27"",""224"",""0"",""27"",""214"",""0"",""27"",""211"",""229"",""9"",""1"",""263"",""4288"",""7"",""A"",""2210120"",""9615334"",""13"",""2025-09-27 19:45:00.000"",""2025-09-27 20:13:00.000"",""0"",""27"",""214"",""228"",""9"",""1"",""4"",""9"",""2025-09-27 20:35:00.000"",""2025-09-27 19:21:00.000"",""2025-09-27 20:50:00.000"",""2025-09-27 19:25:00.000"",""2025-09-27 20:41:00.000"",""2025-09-27 19:24:00.000"",""2025-09-27 20:39:00.000"",""2025-09-27 19:28:00.000"",""2025-09-27 19:48:00.000"",""2025-09-27 19:50:00.000"",""2025-09-27 20:13:00.000"""
"437,""2025-09-27 19:25:00.000"",""2025-09-27 20:20:00.000"",""2025-09-27 19:20:00.000"",""2025-09-27 20:31:00.000"",""2025-09-27 17:20:00.000"","""",""10"",""144"","""",""2"",""140"","""",""2"",""137"",""134"",""5"",""0"",""147"",""2126"",""5"",""C"",""2209021"",""2104144"",""8"",""2025-09-27 19:35:00.000"",""2025-09-27 19:57:00.000"","""",""2"",""137"",""134"",""5"","""",""8"",""4"",""2025-09-27 20:16:00.000"",""2025-09-27 19:30:00.000"",""2025-09-27 20:21:00.000"",""2025-09-27 19:32:00.000"",""2025-09-27 20:19:00.000"",""2025-09-27 19:32:00.000"",""2025-09-27 20:15:00.000"",""2025-09-27 19:33:00.000"",""2025-09-27 19:43:00.000"",""2025-09-27 19:45:00.000"",""2025-09-27 20:00:00.000"""
"438,""2025-09-27 19:03:00.000"",""2025-09-27 20:08:00.000"",""2025-09-27 18:58:00.000"",""2025-09-27 20:24:00.000"",""2025-09-27 17:15:00.000"",""0"",""40"",""213"",""0"",""31"",""187"",""0"",""30"",""172"",""192"",""10"",""2"",""196"",""204"",""12"",""C"",""1207317"",""1306706"",""17"",""2025-09-27 19:13:00.000"",""2025-09-27 19:45:00.000"",""0"",""30"",""172"",""192"",""10"",""2"",""6"",""8"",""2025-09-27 20:05:00.000"",""2025-09-27 19:10:00.000"",""2025-09-27 20:08:00.000"",""2025-09-27 19:13:00.000"",""2025-09-27 20:07:00.000"",""2025-09-27 19:12:00.000"",""2025-09-27 20:07:00.000"",""2025-09-27 19:15:00.000"",""2025-09-27 19:24:00.000"",""2025-09-27 19:21:00.000"",""2025-09-27 19:40:00.000"""
"439,""2025-09-27 18:54:00.000"",""2025-09-27 20:00:00.000"",""2025-09-27 18:47:00.000"",""2025-09-27 20:11:00.000"",""2025-09-27 17:00:00.000"",""0"",""36"",""301"",""0"",""30"",""280"",""0"",""35"",""272"",""303"",""6"",""2"",""316"",""5697"",""12"",""C"",""2303377"",""1008006"",""14"",""2025-09-27 19:00:00.000"",""2025-09-27 19:32:00.000"","""",""35"",""272"",""301"",""6"",""2"",""6"",""1A"",""2025-09-27 19:57:00.000"",""2025-09-27 18:54:00.000"",""2025-09-27 20:01:00.000"",""2025-09-27 18:56:00.000"",""2025-09-27 19:58:00.000"",""2025-09-27 18:57:00.000"",""2025-09-27 19:55:00.000"",""2025-09-27 18:59:00.000"",""2025-09-27 19:12:00.000"",""2025-09-27 19:03:00.000"",""2025-09-27 19:50:00.000"""
"440,""2025-09-27 19:45:00.000"",""2025-09-27 21:00:00.000"",""2025-09-27 19:59:00.000"",""2025-09-27 21:02:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 20:06:00.000"",""2025-09-27 20:49:00.000"",""2025-09-27 20:08:00.000"",""2025-09-27 20:48:00.000"",""2025-09-27 20:07:00.000"",""2025-09-27 20:45:00.000"",""2025-09-27 20:09:00.000"",""2025-09-27 20:20:00.000"",""2025-09-27 20:21:00.000"",""2025-09-27 20:38:00.000"""
"441,""2025-09-27 19:05:00.000"",""2025-09-27 19:50:00.000"",""2025-09-27 18:55:00.000"",""2025-09-27 20:04:00.000"",""2025-09-27 16:50:00.000"",""0"",""12"",""162"",""0"",""10"",""149"",""0"",""9"",""132"",""134"",""7"",""2"",""177"",""2417"",""4"",""C10-C13"",""1912479"",""2001041"",""5"",""2025-09-27 18:50:00.000"",""2025-09-27 19:30:00.000"",""0"",""9"",""132"",""134"",""7"",""2"",""3"",""3"",""2025-09-27 19:41:00.000"",""2025-09-27 19:07:00.000"",""2025-09-27 19:51:00.000"",""2025-09-27 19:10:00.000"",""2025-09-27 19:49:00.000"",""2025-09-27 19:08:00.000"",""2025-09-27 19:49:00.000"",""2025-09-27 19:09:00.000"",""2025-09-27 19:20:00.000"",""2025-09-27 19:21:00.000"",""2025-09-27 19:47:00.000"""
"442,"""","""","""","""",""2025-09-27 15:45:00.000"","""",""57"",""557"","""","""",""546"","""","""",""548"","""","""","""",""662"",""11947"",""12"",""B13-B24"",""2302244"",""2101886"",""12"",""2025-09-27 18:45:00.000"",""2025-09-27 18:54:00.000"",""0"",""55"",""548"",""602"",""1"",""1"",""9"",""9"",""2025-09-27 19:22:00.000"","""","""","""","""","""","""","""","""","""","""""
"443,""2025-09-27 18:35:00.000"",""2025-09-27 19:45:00.000"",""2025-09-27 18:35:00.000"",""2025-09-27 19:58:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 18:42:00.000"",""2025-09-27 19:38:00.000"",""2025-09-27 18:44:00.000"",""2025-09-27 19:36:00.000"",""2025-09-27 18:42:00.000"",""2025-09-27 19:35:00.000"",""2025-09-27 18:43:00.000"",""2025-09-27 18:48:00.000"",""2025-09-27 18:49:00.000"",""2025-09-27 19:34:00.000"""
"444,""2025-09-27 21:50:00.000"",""2025-09-27 19:40:00.000"",""2025-09-27 21:03:00.000"",""2025-09-27 22:29:00.000"",""2025-09-27 19:10:00.000"",""0"",""0"",""174"",""0"",""0"",""77"",""0"",""0"",""76"",""76"",""0"",""0"",""61"",""809"",""4"",""D21-24"",""2311007"",""1911204"",""3"",""2025-09-27 21:32:00.000"",""2025-09-27 21:50:00.000"",""0"",""0"",""76"",""76"",""0"",""0"",""3"",""6b"",""2025-09-27 22:03:00.000"",""2025-09-27 21:09:00.000"",""2025-09-27 22:19:00.000"",""2025-09-27 21:11:00.000"",""2025-09-27 22:18:00.000"",""2025-09-27 21:11:00.000"",""2025-09-27 22:05:00.000"",""2025-09-27 21:13:00.000"",""2025-09-27 21:26:00.000"",""2025-09-27 21:28:00.000"",""2025-09-27 21:56:00.000"""
"445,""2025-09-27 19:20:00.000"",""2025-09-27 20:03:00.000"",""2025-09-27 19:17:00.000"",""2025-09-27 20:13:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 19:27:00.000"",""2025-09-27 20:03:00.000"",""2025-09-27 19:28:00.000"",""2025-09-27 19:51:00.000"",""2025-09-27 19:29:00.000"",""2025-09-27 20:00:00.000"",""2025-09-27 19:30:00.000"",""2025-09-27 19:40:00.000"",""2025-09-27 19:41:00.000"",""2025-09-27 19:55:00.000"""
"446,""2025-09-27 19:20:00.000"",""2025-09-27 19:45:00.000"",""2025-09-27 19:11:00.000"",""2025-09-27 20:03:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 19:19:00.000"",""2025-09-27 19:55:00.000"",""2025-09-27 19:23:00.000"",""2025-09-27 19:42:00.000"",""2025-09-27 19:21:00.000"",""2025-09-27 19:41:00.000"",""2025-09-27 19:22:00.000"",""2025-09-27 19:28:00.000"",""2025-09-27 19:29:00.000"",""2025-09-27 19:39:00.000"""
"447,""2025-09-27 18:18:00.000"",""2025-09-27 19:20:00.000"",""2025-09-27 18:22:00.000"",""2025-09-27 19:39:00.000"",""2025-09-27 16:10:00.000"",""0"",""12"",""163"",""0"",""10"",""150"",""0"",""10"",""149"",""158"",""1"",""1"",""146"",""2326"",""5"",""D13-17"",""2505220"",""1911192"",""5"",""2025-09-27 18:30:00.000"",""2025-09-27 18:48:00.000"",""0"",""10"",""149"",""158"",""1"",""1"",""4"",""6"",""2025-09-27 19:09:00.000"",""2025-09-27 18:26:00.000"",""2025-09-27 19:22:00.000"",""2025-09-27 18:29:00.000"",""2025-09-27 19:16:00.000"",""2025-09-27 18:29:00.000"",""2025-09-27 19:16:00.000"",""2025-09-27 18:31:00.000"",""2025-09-27 18:43:00.000"",""2025-09-27 18:45:00.000"",""2025-09-27 19:13:00.000"""
"448,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"449,""2025-09-27 18:22:00.000"",""2025-09-27 19:10:00.000"",""2025-09-27 18:15:00.000"",""2025-09-27 19:25:00.000"",""2025-09-27 16:10:00.000"",""0"",""10"",""144"",""0"",""10"",""143"",""0"",""10"",""143"",""149"",""3"",""1"",""175"",""2753"",""5"",""13-17"",""1910040"",""202005322"",""7"",""2025-09-27 18:30:00.000"",""2025-09-27 18:53:00.000"","""",""10"",""152"",""149"",""3"",""1"",""7"",""5"",""2025-09-27 19:00:00.000"",""2025-09-27 18:21:00.000"",""2025-09-27 19:12:00.000"",""2025-09-27 18:23:00.000"",""2025-09-27 19:10:00.000"",""2025-09-27 18:25:00.000"",""2025-09-27 19:09:00.000"",""2025-09-27 18:26:00.000"",""2025-09-27 18:35:00.000"",""2025-09-27 18:37:00.000"",""2025-09-27 18:49:00.000"""
"450,""2025-09-27 09:45:00.000"",""2025-09-27 19:05:00.000"",""2025-09-27 09:52:00.000"",""2025-09-27 19:16:00.000"",""2025-09-27 15:30:00.000"",""0"",""32"",""295"",""0"",""31"",""290"",""0"",""31"",""285"",""313"",""3"",""0"",""316"",""5303"",""7"",""D"",""1612431"",""2007015"",""11"",""2025-09-27 18:05:00.000"",""2025-09-27 18:04:00.000"",""0"",""31"",""285"",""313"",""3"",""0"",""4"",""6"",""2025-09-27 18:56:00.000"",""2025-09-27 10:06:00.000"",""2025-09-27 19:06:00.000"",""2025-09-27 10:10:00.000"",""2025-09-27 19:03:00.000"",""2025-09-27 10:09:00.000"",""2025-09-27 18:55:00.000"",""2025-09-27 10:13:00.000"",""2025-09-27 10:37:00.000"",""2025-09-27 17:26:00.000"",""2025-09-27 18:32:00.000"""
"451,""2025-09-27 17:58:00.000"",""2025-09-27 19:20:00.000"",""2025-09-27 17:48:00.000"",""2025-09-27 19:31:00.000"",""2025-09-27 16:20:00.000"",""4"",""48"",""212"",""2"",""34"",""183"",""2"",""32"",""192"",""212"",""14"",""2"",""225"",""3335"",""12"",""C"",""1006006"","""",""17"",""2025-09-27 18:42:00.000"",""2025-09-27 18:45:00.000"",""2"",""32"",""192"",""212"",""14"",""2"",""6"",""6"",""2025-09-27 19:09:00.000"",""2025-09-27 18:01:00.000"",""2025-09-27 19:14:00.000"",""2025-09-27 18:04:00.000"",""2025-09-27 19:11:00.000"",""2025-09-27 18:05:00.000"",""2025-09-27 19:09:00.000"",""2025-09-27 18:07:00.000"",""2025-09-27 18:26:00.000"",""2025-09-27 18:27:00.000"",""2025-09-27 19:03:00.000"""
"452,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"453,""2025-09-27 18:28:00.000"",""2025-09-27 19:25:00.000"",""2025-09-27 18:35:00.000"",""2025-09-27 19:56:00.000"",""2025-09-27 15:45:00.000"","""",""42"",""396"","""",""20"",""315"","""",""20"",""310"",""325"",""5"",""2"",""319"",""5145"",""8"",""AB"",""2204391"",""2309929"",""9"",""2025-09-27 18:25:00.000"",""2025-09-27 19:15:00.000"","""",""20"",""310"",""325"",""5"",""2"",""8"",""4"",""2025-09-27 19:28:00.000"",""2025-09-27 18:40:00.000"",""2025-09-27 19:41:00.000"",""2025-09-27 18:42:00.000"",""2025-09-27 19:32:00.000"",""2025-09-27 18:45:00.000"",""2025-09-27 19:28:00.000"",""2025-09-27 18:46:00.000"",""2025-09-27 19:03:00.000"",""2025-09-27 19:00:00.000"",""2025-09-27 19:19:00.000"""
"454,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"455,""2025-09-27 17:25:00.000"",""2025-09-27 18:30:00.000"",""2025-09-27 17:35:00.000"",""2025-09-27 18:44:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 17:41:00.000"",""2025-09-27 18:27:00.000"",""2025-09-27 17:43:00.000"",""2025-09-27 18:25:00.000"",""2025-09-27 17:42:00.000"",""2025-09-27 18:22:00.000"",""2025-09-27 17:43:00.000"",""2025-09-27 17:56:00.000"",""2025-09-27 17:57:00.000"",""2025-09-27 18:09:00.000"""
"456,""2025-09-27 15:35:00.000"",""2025-09-27 18:30:00.000"",""2025-09-27 15:46:00.000"",""2025-09-27 19:02:00.000"",""2025-09-27 15:20:00.000"",""0"",""36"",""247"",""0"",""36"",""249"",""0"",""36"",""247"",""281"",""2"",""0"",""308"",""5196"",""8"",""B"",""1710960"",""1405404"",""12"",""2025-09-27 17:30:00.000"",""2025-09-27 17:40:00.000"",""0"",""36"",""247"",""281"",""2"",""0"",""5"",""8"",""2025-09-27 18:12:00.000"",""2025-09-27 16:00:00.000"",""2025-09-27 18:44:00.000"",""2025-09-27 16:04:00.000"",""2025-09-27 18:41:00.000"",""2025-09-27 16:05:00.000"",""2025-09-27 18:15:00.000"",""2025-09-27 16:11:00.000"",""2025-09-27 16:25:00.000"",""2025-09-27 17:23:00.000"",""2025-09-27 17:57:00.000"""
"457,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"458,""2025-09-27 17:35:00.000"",""2025-09-27 18:25:00.000"",""2025-09-27 17:15:00.000"",""2025-09-27 18:48:00.000"",""2025-09-27 15:25:00.000"",""0"",""12"",""162"",""0"",""10"",""142"",""0"",""10"",""137"",""155"",""2"",""1"",""164"",""2175"",""4"",""C"",""1912479"",""2001041"",""4"",""2025-09-27 19:00:00.000"",""2025-09-27 17:50:00.000"",""0"",""10"",""137"",""145"",""2"",""1"",""3"",""3"",""2025-09-27 18:07:00.000"",""2025-09-27 17:31:00.000"",""2025-09-27 18:25:00.000"",""2025-09-27 17:33:00.000"",""2025-09-27 18:16:00.000"",""2025-09-27 17:33:00.000"",""2025-09-27 18:15:00.000"",""2025-09-27 17:35:00.000"",""2025-09-27 17:50:00.000"",""2025-09-27 17:51:00.000"",""2025-09-27 18:11:00.000"""
"459,""2025-09-27 17:40:00.000"",""2025-09-27 18:19:00.000"",""2025-09-27 17:44:00.000"",""2025-09-27 18:34:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 17:54:00.000"",""2025-09-27 18:24:00.000"",""2025-09-27 17:56:00.000"",""2025-09-27 18:18:00.000"",""2025-09-27 17:56:00.000"",""2025-09-27 18:20:00.000"",""2025-09-27 17:57:00.000"",""2025-09-27 18:03:00.000"",""2025-09-27 18:05:00.000"",""2025-09-27 18:12:00.000"""
"460,""2025-09-27 17:15:00.000"",""2025-09-27 18:20:00.000"",""2025-09-27 17:16:00.000"",""2025-09-27 18:45:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 17:29:00.000"",""2025-09-27 18:15:00.000"",""2025-09-27 17:31:00.000"",""2025-09-27 18:14:00.000"",""2025-09-27 17:30:00.000"",""2025-09-27 18:10:00.000"",""2025-09-27 17:32:00.000"",""2025-09-27 17:45:00.000"",""2025-09-27 17:46:00.000"",""2025-09-27 18:05:00.000"""
"461,""2025-09-27 16:56:00.000"",""2025-09-27 18:17:00.000"",""2025-09-27 16:56:00.000"",""2025-09-27 18:41:00.000"",""2025-09-27 15:05:00.000"",""0"",""42"",""211"",""0"",""26"",""192"",""0"",""27"",""187"",""185"",""29"",""3"",""204"",""3241"",""12"",""C"",""1109026"",""2703005"",""17"",""2025-09-27 17:05:00.000"",""2025-09-27 17:39:00.000"",""0"",""27"",""193"",""185"",""32"",""3"",""6"",""6"",""2025-09-27 17:57:00.000"",""2025-09-27 17:03:00.000"",""2025-09-27 18:17:00.000"",""2025-09-27 17:06:00.000"",""2025-09-27 18:05:00.000"",""2025-09-27 17:05:00.000"",""2025-09-27 18:10:00.000"",""2025-09-27 17:09:00.000"",""2025-09-27 17:25:00.000"",""2025-09-27 17:23:00.000"",""2025-09-27 17:44:00.000"""
